date,price,sqft_lot,sqft_living,grade,lat,long,yr_built,yr_renovated
20140909,301000,8414,1030,7,47.7654,-122.297,1967,0
20150205,1175000,5618,2560,8,47.6416,-122.355,1923,0
20140926,299000,3000,1950,7,47.4977,-122.226,2002,0
20140903,2350000,22863,4370,10,47.6878,-122.215,1907,1994
20141014,400000,3904,2350,7,47.5305,-122.351,1999,0
20141201,467500,7210,3160,7,47.7368,-122.183,1969,0
20150220,305000,9103,2430,8,47.2939,-122.368,1990,0
20140505,210000,306848,1340,5,47.7534,-121.912,1953,0
20150428,300000,10168,1010,6,47.6453,-121.912,1979,0
20140908,327500,8755,1770,8,47.4464,-122.123,1981,0
20140805,269000,7136,1210,7,47.3996,-122.203,2003,0
20150331,975000,17533,3330,9,47.652,-122.2,1969,0
20141210,355000,5400,1240,7,47.7115,-122.355,1940,0
20140508,712000,4620,1250,7,47.651,-122.341,1900,0
20140614,883000,41656,2960,10,47.7319,-122.132,1985,0
20140815,190000,12252,840,6,47.3069,-122.013,1994,0
20150406,443000,8028,1530,7,47.7768,-122.361,1967,0
20140509,920000,11025,3750,10,47.6367,-122.059,1976,0
20141222,285000,8250,2150,7,47.3045,-122.378,1978,0
20150423,901000,4080,1560,7,47.5347,-122.38,1916,0
20150305,552500,5775,2040,7,47.6592,-122.393,1958,0
20150303,256000,5000,860,6,47.5133,-122.356,1915,1945
20140512,341000,7119,1720,7,47.7535,-122.314,1952,0
20150326,279000,8941,2090,7,47.4332,-122.167,1975,0
20140726,686000,10650,2130,8,47.5567,-122.159,1977,0
20140523,225000,11867,1300,6,47.3221,-121.903,1975,0
20140627,215500,15600,1220,6,47.2853,-122.265,1972,0
20150414,950000,4800,2420,7,47.6453,-122.358,1919,0
20141105,503000,156988,2940,9,47.6214,-121.946,1996,0
20150122,780000,7567,2610,9,47.6654,-122.137,1997,0
20150223,212000,7500,1880,6,47.495,-122.266,1946,0
20140729,580000,6703,2330,7,47.7066,-122.359,1983,0
20141111,465000,3141,2200,7,47.5726,-122.305,1994,0
20141119,206000,7560,1720,7,47.2845,-122.25,1959,0
20150223,615000,10171,2250,9,47.5613,-122.11,1987,0
20140719,519000,6305,1640,6,47.5563,-122.28,1907,0
20150423,1135000,11444,4130,11,47.5208,-122.15,2001,0
20140808,330000,3839,2600,7,47.4324,-122.145,2005,0
20150506,240000,7973,1920,8,47.4961,-122.235,1955,0
20141107,574000,7000,2060,9,47.5644,-122.012,1988,0
20141103,930000,24663,5710,11,47.3065,-122.158,2007,0
20140714,850000,183823,2720,8,47.6749,-122.002,1975,2007
20141212,415000,7275,1490,7,47.7148,-122.213,1974,0
20141118,480000,9005,2360,7,47.7076,-122.337,1929,0
20140721,300000,8875,1940,7,47.4407,-122.275,1957,0
20140708,439000,9503,2570,8,47.764,-122.167,1980,0
20150327,450000,36831,1160,7,47.7507,-122.237,1938,0
20150426,589000,206480,2660,8,47.6042,-121.956,1989,0
20150407,477000,3000,1260,7,47.5459,-121.997,2003,0
20140924,587500,6120,1780,8,47.6955,-122.287,1951,0
20140924,1315000,6105,3180,10,47.6255,-122.314,1905,0
20140911,1430000,27589,3380,10,47.6292,-122.225,1966,0
20150413,700000,15000,2690,9,47.612,-122.064,1978,0
20140623,275000,6552,1180,6,47.7477,-122.342,1949,0
20140624,367500,11783,1660,7,47.7563,-122.075,1978,0
20150505,453250,6300,2260,7,47.7235,-121.958,2001,0
20150417,607000,5428,1910,8,47.5333,-122.392,1954,0
20140702,255000,8960,2430,7,47.4979,-122.232,1960,0
20150501,501000,2500,1300,7,47.6831,-122.373,1926,0
20150331,450000,4650,1060,7,47.5784,-122.393,1950,0
20140820,360000,8000,2200,8,47.4522,-122.208,1981,0
20141114,460000,3050,1720,7,47.5654,-122.384,1929,0
20150303,753000,8290,2360,7,47.6738,-122.281,1950,0
20150506,389950,4234,820,6,47.5294,-122.386,1951,0
20140506,469000,4400,1030,7,47.681,-122.361,1924,0
20140912,550000,5688,2030,9,47.5071,-122.387,1939,0
20140904,565000,11675,2700,6,47.7172,-122.349,1948,0
20140521,189650,7600,1100,6,47.4136,-122.318,1980,0
20140619,1525000,5131,3620,11,47.6499,-122.37,1927,0
20140820,260000,8000,1340,7,47.3651,-122.044,1980,0
20140601,243000,12000,1790,7,47.3945,-122.313,1960,0
20141201,1100000,13800,3830,9,47.5671,-122.157,1969,0
20140820,249000,7200,1580,7,47.2761,-122.152,1976,0
20140516,720000,7200,2020,7,47.506,-122.384,1947,0
20150325,905000,9557,3330,10,47.5526,-122.102,1995,0
20150423,824500,3500,2610,7,47.6848,-122.326,1927,0
20140624,762500,8760,2610,8,47.5875,-122.229,1978,0
20150413,580000,1280,1740,8,47.589,-122.387,2008,0
20140818,380000,8580,1840,8,47.4626,-122.132,1990,0
20150401,805000,3200,1080,7,47.6503,-122.338,1926,0
20140716,520000,4532,1240,7,47.6892,-122.378,1944,0
20150203,1569500,5800,5620,11,47.6482,-122.412,1999,0
20140514,175000,8925,1170,6,47.4017,-122.321,1911,0
20140616,353500,9602,1760,7,47.4248,-122.158,1987,0
20150102,500000,26989,2230,8,47.4285,-122.345,1962,0
20150211,386500,7350,1520,7,47.7167,-122.17,1972,0
20140716,210000,4750,1450,7,47.5293,-122.272,1950,0
20150423,439500,6510,1600,7,47.7679,-122.308,1983,0
20140813,315000,5751,3220,8,47.3717,-122.104,2002,0
20140519,339000,8601,1830,7,47.3576,-122.016,2003,0
20140924,655000,9163,2200,8,47.5653,-122.146,1971,0
20140828,740000,8678,2170,8,47.7161,-122.014,2008,0
20150306,685000,7843,1900,7,47.6273,-122.123,1966,0
20150310,550000,9877,2960,7,47.5866,-122.171,1960,0
20140602,405000,4234,1710,7,47.5319,-122.386,1920,1979
20150416,765000,17366,2620,9,47.584,-122.077,1984,0
20150304,625000,3600,2140,8,47.5846,-122.383,1911,1997
20141006,207000,19680,2100,6,47.4787,-122.23,1914,0
20150312,370000,19680,2100,6,47.4787,-122.23,1914,0
20141202,475000,4961,1460,8,47.6955,-122.183,1988,0
20140829,365000,8250,990,7,47.7252,-122.331,1955,0
20141222,411800,6800,2190,7,47.7367,-122.195,1969,0
20140721,668000,42436,3990,9,47.461,-122,2002,0
20140911,618000,3630,2340,9,47.6059,-122.307,1998,0
20141226,247500,5921,2460,7,47.308,-122.209,1948,0
20140730,345000,6150,2080,7,47.5707,-122.394,1950,0
20150311,616300,8400,1700,7,47.6825,-122.19,1927,0
20150116,348000,6768,1330,7,47.7366,-122.319,1952,0
20141202,425000,10762,1630,7,47.7508,-122.175,1994,0
20140614,850000,11880,2920,8,47.5133,-122.031,1968,0
20140717,820000,6137,2830,9,47.5932,-122.058,2010,0
20150113,832000,52953,3190,10,47.5933,-122.075,1980,0
20141203,835000,3840,1490,8,47.6916,-122.214,1984,2014
20150410,350000,3425,1630,8,47.4913,-122.154,1999,0
20140722,349000,4096,2280,7,47.4834,-122.182,2003,0
20140613,1125000,4360,3010,9,47.6873,-122.333,2014,0
20150309,320000,3480,1590,7,47.4805,-122.178,2004,0
20150305,150000,7210,1250,7,47.4169,-122.168,1968,0
20141125,340000,10190,1710,6,47.506,-122.331,1949,0
20141013,785500,8448,3280,10,47.5818,-121.973,2007,0
20150217,410500,8601,3362,8,47.2592,-122.304,2004,0
20140701,580000,11000,2200,9,47.5916,-122.112,1978,0
20150421,345000,920,830,7,47.5998,-122.306,2005,0
20140929,550000,37000,2160,7,47.7297,-122.139,1933,0
20141021,449500,7299,2580,8,47.4646,-122.15,1998,0
20140624,300000,7007,2150,6,47.7615,-122.362,1954,0
20141111,915000,28052,3510,10,47.6671,-122.057,1988,0
20150127,1575000,9916,3810,11,47.5739,-122.234,1989,0
20140528,599000,2750,2020,8,47.6053,-122.291,1917,2014
20140505,755000,10202,2120,7,47.5858,-122.17,1960,0
20150402,400000,7157,1250,7,47.7323,-122.304,1944,2010
20150330,133000,9115,980,7,47.3737,-122.312,1968,0
20150116,330000,8400,1250,7,47.7505,-122.315,1951,0
20150218,330000,5000,1100,6,47.4868,-122.204,1904,0
20140905,375000,9417,1330,6,47.7231,-122.301,1936,0
20141211,485000,8956,2560,7,47.7278,-122.177,1968,0
20140722,470000,11250,1850,7,47.6264,-122.062,1981,0
20141221,1045000,3600,2790,8,47.6362,-122.363,1905,2013
20140707,548800,4704,1660,7,47.6918,-122.32,1930,0
20140708,315000,2674,1080,6,47.5595,-122.317,1919,0
20140919,590000,9374,3030,7,47.5289,-122.391,1959,0
20140523,439950,12067,2380,7,47.4873,-122.144,2002,0
20140603,325000,26337,2250,8,47.3032,-122.123,1980,0
20141208,400000,5111,880,6,47.6997,-122.314,1931,0
20141211,685000,10051,2770,10,47.6288,-122.043,1987,0
20140918,339950,10200,1340,7,47.7756,-122.351,1953,0
20141023,315000,8160,1660,7,47.4608,-122.358,1951,0
20150211,411753,3795,1710,7,47.6968,-122.024,2009,0
20140828,577000,4879,1620,7,47.5703,-122.385,1924,2011
20141017,500000,8829,1530,8,47.545,-122.171,1972,0
20141202,210000,10111,1440,7,47.345,-122.283,1963,0
20140827,640000,16120,2020,7,47.3413,-122.048,1969,0
20150417,460000,8663,1870,7,47.7366,-122.35,1949,0
20150218,265000,4760,620,6,47.5286,-122.376,1941,0
20140514,740000,31675,5774,11,47.3466,-122.323,1984,0
20140718,230000,6195,1240,6,47.7681,-122.266,1948,0
20150217,315000,10661,1890,7,47.3583,-122.056,1978,0
20141223,432000,51763,2410,8,47.7429,-122.056,1981,0
20150203,467000,3984,1530,8,47.569,-122.007,1995,0
20140925,255000,9900,2800,7,47.319,-122.344,1964,0
20150408,316500,6360,1460,7,47.5311,-122.353,1979,0
20150403,190000,6250,1580,7,47.7659,-122.31,1977,0
20140516,490000,2400,1450,8,47.6726,-122.381,1900,2003
20150417,378000,23200,1990,7,47.486,-122.129,1976,0
20150211,598800,17877,4470,9,47.4514,-122.273,2013,0
20140902,333800,3868,1980,7,47.5173,-122.275,1990,0
20140529,690000,9904,2920,9,47.5759,-121.995,1990,0
20141021,320000,6200,1660,6,47.56,-122.316,1948,0
20150414,1249000,6000,3190,9,47.5846,-122.29,1912,0
20140721,335000,9600,1560,7,47.6918,-122.163,1961,0
20140811,840000,33920,3050,8,47.7034,-122.072,2004,0
20140714,608250,21780,3030,8,47.4481,-122.338,1986,0
20140609,550000,4165,2260,7,47.5922,-122.008,2005,0
20150422,240000,7920,1260,7,47.3452,-122.308,1966,0
20150414,998000,11757,3370,9,47.5573,-122.16,1980,0
20140829,275000,8000,1490,8,47.3817,-122.166,1978,0
20150424,284200,9292,1570,7,47.3386,-122.272,1977,0
20140724,1715000,7623,4490,10,47.6315,-122.29,1941,0
20141119,2400000,24825,4090,11,47.6338,-122.319,1926,0
20140905,930800,96574,4150,10,47.6664,-122.045,1988,0
20140729,930000,10400,2900,8,47.5854,-122.114,1959,0
20140828,215000,8775,1430,7,47.3034,-122.383,1979,0
20150420,480000,26487,1008,6,47.3853,-122.479,1943,2002
20140520,483945,5120,1480,6,47.558,-122.392,1951,0
20140609,347000,8050,1240,7,47.6108,-122.044,1978,0
20150330,232500,9760,1370,7,47.3009,-122.384,1979,0
20140520,390000,33132,1770,8,47.4413,-122.151,1965,0
20140918,550000,15360,2160,8,47.6232,-122.138,1965,2000
20140812,590000,8971,2340,9,47.5679,-122.011,1987,0
20140521,420850,40946,960,5,47.6951,-121.864,1945,0
20150205,345000,8190,2280,7,47.4414,-122.272,1983,0
20150227,429800,7000,1970,8,47.3744,-122.043,1986,0
20140626,302000,17664,1530,7,47.4549,-122.155,1968,0
20141104,800000,3952,1790,8,47.689,-122.352,1932,0
20141215,250000,6000,1700,8,47.2615,-122.221,1997,0
20140729,605000,4500,2660,7,47.6391,-122.403,1922,0
20140529,412000,52256,1950,8,47.3133,-122.078,1985,0
20141112,252000,5670,1340,6,47.4498,-122.194,1994,0
20140919,375000,12500,1130,7,47.5491,-122.268,1954,0
20140710,725000,2719,1950,7,47.6513,-122.346,1919,0
20141013,471750,8200,3790,8,47.4891,-122.19,2001,0
20141208,490000,85813,2020,7,47.483,-122.026,1995,0
20141001,439000,5100,800,7,47.6775,-122.388,1945,0
20140822,355000,8890,1770,6,47.4589,-122.353,1949,0
20150505,250000,87120,940,6,47.7182,-121.956,1944,0
20150326,780000,16188,2260,10,47.5637,-122.112,1984,0
20141105,409000,3271,890,6,47.5631,-122.381,1918,0
20140610,420000,3880,860,6,47.6862,-122.391,1916,0
20141113,200000,9600,680,5,47.6964,-122.306,1947,0
20150105,830000,35679,2130,7,47.6638,-122.171,1963,0
20140529,695000,4555,2390,9,47.6199,-122.025,2006,0
20140521,815000,9614,3488,10,47.6055,-122.013,1998,0
20141113,210000,6223,1260,7,47.3574,-122.158,1983,0
20140915,635000,6000,2940,8,47.7235,-122.369,1957,0
20140721,562500,7322,2440,9,47.5357,-122.179,1991,0
20140509,402500,11951,2600,10,47.3053,-122.34,1988,0
20141219,555000,7020,2080,7,47.6768,-122.285,1951,0
20140909,310000,7173,1990,7,47.7116,-122.213,1972,0
20140905,500000,18001,2840,9,47.7359,-121.962,1994,0
20140723,430000,8800,2630,7,47.7166,-122.293,1959,0
20140628,1600000,7200,2820,10,47.6298,-122.29,1930,0
20141001,627500,4080,1560,7,47.6711,-122.331,1923,0
20141124,335000,7050,2330,8,47.5001,-122.231,1998,0
20150317,962000,20100,3320,8,47.5566,-122.153,1981,0
20140725,299000,14270,1730,7,47.5318,-121.833,1959,0
20150414,399950,5868,3110,8,47.3781,-122.126,2001,0
20150325,322000,9660,1230,7,47.6829,-122.06,1968,0
20140623,430000,4625,950,7,47.6912,-122.34,1949,0
20140508,307000,13860,1890,7,47.4156,-122.149,1966,0
20141105,194000,5000,1010,6,47.4925,-122.278,1943,0
20141114,180000,8581,1010,6,47.3043,-122.216,1920,0
20140718,465000,13383,2340,8,47.6211,-122.037,1983,0
20150323,722500,9296,2460,9,47.6125,-122.152,1978,0
20140924,470450,3400,1010,7,47.6711,-122.329,1921,0
20150127,280000,6000,1650,7,47.36,-122.194,1990,0
20150410,176250,6702,1440,7,47.3056,-122.217,1966,0
20140617,560000,9100,1710,7,47.5379,-122.378,1926,0
20141022,830000,11287,2760,10,47.739,-122.264,1991,0
20140611,276900,10096,1350,7,47.4967,-121.778,1952,0
20141001,625000,4800,1660,7,47.6296,-122.308,1906,2014
20150304,1015000,4760,2960,8,47.6367,-122.318,1900,0
20140930,463500,8750,1090,6,47.54,-122.269,1924,0
20140905,485000,9015,3110,9,47.4369,-122.147,1990,0
20140617,272000,7476,1380,7,47.3336,-122.272,1989,0
20141217,305000,3140,1290,7,47.6971,-122.026,2008,0
20140626,760000,13964,1980,7,47.571,-122.227,1959,0
20150213,387500,6126,870,7,47.7024,-122.322,1938,0
20140908,352000,5015,2470,8,47.3457,-122.041,2004,0
20140709,507000,40098,2140,8,47.4296,-122.111,1950,0
20140718,156000,9750,770,6,47.4509,-122.275,1941,0
20141118,580000,857,1490,8,47.6357,-122.324,2001,0
20140714,630000,35020,2510,8,47.5834,-122.003,1977,0
20141218,275000,9000,1950,7,47.4882,-122.339,1964,0
20140724,835000,14720,3600,8,47.7022,-122.227,1960,0
20141205,340000,7850,2380,8,47.4356,-122.201,1995,0
20140506,329350,6687,720,6,47.7001,-122.362,1942,0
20140728,1480000,26000,4070,11,47.659,-122.174,1991,0
20150325,475000,150117,1250,7,47.5956,-122.009,1975,0
20141118,719950,2416,2190,8,47.6758,-122.38,2014,0
20140512,235000,2451,810,7,47.5188,-122.376,1941,0
20150331,875000,5750,2440,8,47.6991,-122.296,1939,0
20150421,380000,9150,1740,7,47.4498,-122.28,1974,0
20150309,325000,97138,1480,7,47.3317,-121.927,1984,0
20140819,475000,57050,2120,9,47.7611,-122.128,1989,0
20150324,152900,4368,900,6,47.2107,-121.99,1915,1950
20140805,210000,7570,1190,6,47.5113,-122.338,1939,0
20140926,350000,6000,1010,6,47.5518,-122.383,1925,0
20150323,505000,17882,2100,8,47.4754,-122.119,1985,0
20140627,464900,8424,2020,7,47.7262,-122.233,1979,0
20140922,650000,5980,2520,8,47.5767,-122.383,1957,0
20150504,369950,1140,1370,8,47.7053,-122.342,2009,0
20140728,250000,2890,1530,7,47.5434,-122.293,2001,0
20150429,320000,2890,1530,7,47.5434,-122.293,2001,0
20150325,2532000,16048,5040,10,47.6702,-122.26,1950,0
20140903,340000,24700,2530,7,47.3939,-122.177,1974,0
20140519,440000,1968,1010,5,47.6757,-122.385,1906,0
20150402,219950,7727,1200,7,47.2021,-121.999,1959,0
20140915,940000,11740,2720,9,47.5833,-122.242,1957,0
20140722,399950,6125,1850,6,47.5352,-122.37,1945,0
20150102,1568000,8828,2340,9,47.632,-122.289,1954,0
20150401,528000,9750,1860,7,47.7097,-122.202,1969,0
20140828,545000,8990,1940,8,47.7021,-122.241,1956,0
20150427,575000,6194,1680,8,47.7136,-122.03,2004,0
20141104,235000,10184,1770,8,47.3074,-122.385,1979,0
20140723,272000,6371,1790,8,47.3291,-122.168,1998,0
20150428,380000,9600,1720,8,47.4764,-122.155,1969,0
20150426,195000,6967,1280,7,47.7512,-122.329,1949,0
20141014,297000,4988,1690,7,47.3561,-122.015,2002,0
20150415,349000,7294,2190,8,47.2923,-122.357,2003,0
20140929,320000,5200,710,6,47.5376,-122.371,1942,0
20140725,319990,10707,1890,7,47.428,-122.326,1962,0
20140602,439900,12282,1410,8,47.5242,-121.926,1909,1988
20140811,429000,3600,2210,8,47.7031,-122.279,1995,0
20140730,272500,6250,1540,7,47.3539,-122.025,1998,0
20140916,400000,7255,1350,7,47.7287,-122.31,1959,0
20150402,462000,4300,1380,7,47.6647,-122.337,1916,0
20150310,510000,6095,890,7,47.6823,-122.298,1947,0
20140623,550000,3255,1900,8,47.6075,-122.147,1988,2000
20150425,150000,5200,1240,6,47.3701,-122.079,1969,0
20140626,460000,8490,1730,7,47.7187,-122.219,1969,0
20140620,632500,10306,2090,10,47.6304,-122.051,1986,0
20140925,361000,11220,1650,7,47.7567,-122.071,1969,0
20140801,437000,1221,1130,8,47.6799,-122.375,2004,0
20150505,370000,5750,3240,6,47.3054,-122.221,1950,0
20150417,884250,12151,3840,10,47.5953,-121.986,1998,0
20140603,225000,9936,1200,6,47.3609,-122.029,1969,0
20140805,235000,5000,870,6,47.5186,-122.375,1949,0
20140720,767500,6000,2410,9,47.54,-122.382,1916,1990
20140512,1200000,8078,1560,6,47.5779,-122.246,1928,0
20141215,715000,46609,2410,9,47.6789,-122.048,1989,0
20140627,417000,7700,2300,7,47.7137,-122.322,1959,0
20140718,199000,12145,1390,7,47.4225,-122.15,1964,0
20140605,875000,5568,2920,8,47.6265,-122.312,1906,0
20141110,545000,3708,1370,7,47.6849,-122.363,1926,0
20140520,192500,7692,950,6,47.4909,-122.298,1926,0
20150210,822500,7708,3090,10,47.6868,-122.108,1999,0
20141208,800000,10000,2390,9,47.5801,-122.229,1975,0
20141215,1250000,4944,2070,9,47.6256,-122.284,1930,0
20141114,3850000,21300,5770,11,47.585,-122.222,1980,0
20141001,295000,7936,1460,7,47.3673,-122.017,1995,0
20140630,419000,4980,1510,8,47.7191,-122.023,2006,0
20140910,1195000,19606,5180,11,47.555,-122.114,1993,0
20141222,750000,13907,3430,11,47.5879,-121.993,1995,0
20150428,502000,8400,1700,7,47.7677,-122.359,1953,0
20140604,1025000,8000,2640,9,47.5826,-122.246,1960,0
20150313,398500,15960,1200,6,47.7163,-122.299,1945,0
20150414,700000,4945,1850,7,47.5742,-122.379,1907,1969
20140611,248000,9078,1510,7,47.4852,-122.305,1959,0
20140826,800000,2800,2130,7,47.6545,-122.333,1922,0
20150121,383000,8055,2640,9,47.315,-122.193,2004,0
20140527,688000,4000,3000,8,47.5744,-122.307,1913,2014
20141008,521000,5455,1870,7,47.7029,-122.297,1926,0
20141105,365000,9223,990,7,47.72,-122.32,1949,0
20141007,491000,7000,2005,7,47.6039,-122.298,1980,0
20141122,643000,7700,2030,8,47.626,-122.112,1965,0
20150202,279000,7350,1500,7,47.3025,-122.382,1979,0
20150202,583500,3900,1530,7,47.6748,-122.379,1908,0
20140723,310000,3600,1990,7,47.3841,-122.041,2004,0
20140610,310000,7650,1420,7,47.4892,-122.182,1984,0
20150323,280000,13975,1400,6,47.4195,-122.33,1956,0
20141117,272000,5692,1870,7,47.4334,-122.148,2004,0
20140707,870000,36246,3040,9,47.6093,-122.07,1923,2014
20141118,307000,7259,1790,7,47.4643,-122.171,1980,0
20140717,490000,4500,1590,7,47.5831,-122.392,1946,0
20141008,399950,9396,2050,7,47.7447,-122.328,1960,0
20140609,1635000,26784,4220,10,47.6003,-122.206,1958,2006
20140709,989000,13474,4030,11,47.5812,-121.995,2000,0
20140618,264950,9011,1770,7,47.3646,-122.076,1983,0
20140725,491500,7236,2100,8,47.7267,-122.232,1979,0
20140514,345000,15003,2120,7,47.4745,-122.12,1984,0
20150119,339900,18042,2600,8,47.2969,-122.189,1969,0
20150427,852000,4000,2400,7,47.6288,-122.321,1905,0
20141222,585000,40946,3180,7,47.5833,-122.073,1968,0
20150211,723000,8793,2790,8,47.5509,-122.16,1977,0
20150126,594000,70567,2080,8,47.7221,-122.124,1990,0
20141201,405000,4102,1370,7,47.6943,-122.184,1987,0
20140801,725500,74495,2790,9,47.6628,-122.056,1997,0
20140625,800000,5719,1740,8,47.6729,-122.335,1955,0
20140729,1325000,76665,6400,10,47.7313,-122.37,1966,0
20141015,180500,8518,1800,7,47.3643,-122.185,1996,0
20150428,325000,8518,1800,7,47.3643,-122.185,1996,0
20140617,235000,7280,1190,7,47.3151,-122.19,1968,0
20140520,330000,8308,860,7,47.5075,-122.377,1948,0
20140612,678500,6600,2460,8,47.5215,-122.383,1952,0
20140709,463000,6660,1980,7,47.7158,-122.167,1974,0
20140912,250000,4640,670,6,47.53,-122.351,1943,0
20140716,655000,4800,1410,8,47.5597,-122.267,1927,0
20140516,239900,7000,1860,8,47.3127,-122.339,1979,0
20141117,185000,9135,980,7,47.3496,-122.289,1955,0
20140616,1735000,5000,3040,9,47.6565,-122.278,1926,0
20140905,251700,11800,1810,7,47.4997,-122.231,1977,0
20150209,400000,8250,1560,8,47.7565,-122.358,1964,0
20140904,735000,7960,2100,8,47.6079,-122.195,1955,0
20141027,1700000,15250,2500,8,47.5883,-122.111,1942,0
20140508,82500,22334,520,5,47.4799,-122.296,1951,0
20140708,765000,7221,3010,10,47.5833,-121.97,2004,0
20140923,292500,8162,2140,7,47.3096,-122.377,1968,0
20150325,270000,7000,2390,7,47.4568,-122.169,1970,0
20141224,415000,6807,1510,7,47.711,-122.353,1939,0
20141124,950000,19025,2210,7,47.5927,-122.203,1952,0
20140916,353000,8396,2170,7,47.3812,-122.023,1995,0
20141210,670950,2375,1790,8,47.6726,-122.38,2007,0
20140509,280950,8700,1390,7,47.4725,-122.202,1912,0
20140527,585000,7735,1850,8,47.5608,-122.082,1983,0
20141211,525000,43645,1480,8,47.5484,-122.045,1974,2006
20140801,605000,8823,1850,8,47.6379,-122.112,1973,0
20141119,1010000,3752,3350,9,47.6782,-122.365,2007,0
20140926,245990,8410,1040,7,47.453,-122.289,1942,2014
20150203,535000,12607,2810,10,47.4585,-122.13,1985,0
20140630,410000,5750,1010,7,47.5411,-122.392,1911,1948
20150424,550000,7752,2250,8,47.7489,-122.185,1988,0
20140911,665000,8000,1800,8,47.6357,-122.119,1972,0
20150427,455000,17239,2400,7,47.75,-122.245,1940,0
20140826,440000,4000,1780,7,47.6624,-122.354,1922,0
20140708,332000,14915,2120,9,47.3524,-122.285,1979,0
20140611,280000,6607,1860,7,47.2891,-122.351,1989,0
20140915,570000,1021,1460,8,47.6169,-122.309,2006,0
20140515,250000,10350,1230,7,47.428,-122.199,1957,0
20150501,238000,8453,1088,6,47.2685,-122.231,1952,2009
20141103,265000,5760,800,6,47.7505,-122.317,1949,0
20150305,306000,10350,1190,7,47.7428,-122.244,1959,0
20150507,345000,4182,1940,7,47.4911,-122.17,2002,0
20140904,765000,10764,3300,9,47.7119,-122.365,1971,0
20150430,346300,11018,2590,8,47.2634,-122.211,1998,0
20140612,342500,11375,2080,8,47.214,-121.993,2002,0
20150424,501000,5439,2680,7,47.7534,-122.218,2000,0
20140625,270000,8364,1670,7,47.369,-122.084,1990,0
20150422,638000,4400,1830,8,47.6052,-122.3,1930,0
20140912,460000,2003,1400,8,47.6508,-122.368,1908,2006
20141015,760000,8521,2770,7,47.6255,-122.199,1953,0
20150316,1085000,11019,3630,9,47.561,-122.226,1972,0
20140628,234000,8128,1040,6,47.7425,-121.981,1983,0
20150302,1650000,8890,2690,10,47.5487,-122.197,1975,1991
20140506,488000,5000,2020,7,47.6949,-122.37,1938,0
20150226,1550000,20805,2450,9,47.6275,-122.227,1963,0
20150327,499000,12675,2030,7,47.7689,-122.379,1982,0
20140904,150000,6776,1450,7,47.5056,-122.244,1952,0
20150326,333000,7270,2400,8,47.2697,-122.312,1993,0
20150218,700000,8625,2870,8,47.7425,-122.289,1959,0
20140918,275000,22500,1340,7,47.489,-122.316,1926,0
20140701,330000,11312,1680,7,47.5051,-122.344,1959,0
20141124,360000,8827,1850,7,47.7406,-122.313,1969,0
20150511,467000,8040,1220,7,47.7133,-122.308,1965,0
20141029,568000,57063,2320,9,47.6163,-122.056,1979,0
20141103,605000,9603,3220,8,47.6474,-122.11,1972,0
20141002,750000,9023,3190,9,47.5898,-121.989,2005,0
20141014,760000,69834,3530,10,47.6377,-121.995,1994,0
20140804,265000,10519,2050,7,47.4257,-122.146,1979,0
20140718,490000,12540,1720,7,47.5699,-122.177,1956,0
20140619,360000,4650,2850,8,47.3552,-122.026,2004,0
20150206,311750,12000,2270,7,47.3287,-122.353,1976,0
20141003,399000,12473,1880,8,47.7623,-122.256,1958,0
20140725,347000,9751,2770,8,47.3739,-122.126,1989,0
20140904,1680000,34982,4490,12,47.6406,-122.156,1998,0
20140903,585000,6479,3110,9,47.5408,-121.861,2005,0
20140912,340000,7475,2360,8,47.4052,-122.17,1992,0
20150415,612000,5496,2180,8,47.5723,-122.007,1994,0
20140628,230000,3376,1910,8,47.3733,-122.057,1980,0
20140509,604000,7753,2260,9,47.5752,-121.995,1989,0
20140703,250000,8868,1770,7,47.3188,-122.212,1959,0
20150309,258500,7930,1460,7,47.359,-122.049,1989,0
20150324,783000,5000,2080,8,47.6422,-122.403,1940,0
20141030,1050000,7680,2960,8,47.6456,-122.389,1958,0
20150318,760000,4031,3220,9,47.688,-122.163,2002,0
20140526,276000,5000,1140,7,47.5535,-122.362,1960,0
20150323,550000,12377,1660,8,47.6231,-122.102,1966,0
20150428,398000,6240,1430,7,47.7272,-122.311,1953,0
20150313,775000,4300,1820,8,47.6711,-122.364,1914,1983
20150409,1027500,10202,3540,8,47.5471,-122.155,1988,0
20141023,327000,6000,1620,7,47.4763,-122.206,1905,0
20150421,564500,14568,3100,8,47.7302,-121.974,1995,0
20141017,782000,6820,1500,7,47.6794,-122.37,1905,0
20150128,398000,5510,2820,9,47.3477,-122.024,2005,0
20150130,257000,10920,1850,6,47.7244,-122.222,1915,0
20140625,235000,9415,1570,7,47.3168,-122.174,1984,0
20140627,453000,37533,2300,8,47.3714,-122.431,1979,0
20150316,535000,9000,920,6,47.6831,-122.189,1954,0
20140507,275000,7000,1600,8,47.3534,-122.057,1993,0
20140915,665000,10047,2630,9,47.5515,-122.083,1996,0
20140806,670000,13530,3020,8,47.6299,-122.099,1977,0
20150427,465000,10757,1490,7,47.72,-122.229,1966,0
20141023,210000,5200,1160,7,47.364,-122.094,1970,0
20141204,265000,4443,2040,8,47.3182,-122.189,2001,0
20150413,426000,2657,1550,8,47.7034,-122.188,1987,0
20141029,529219,7610,1990,8,47.6236,-122.103,1966,0
20140708,600000,46609,1900,7,47.7529,-122.116,1969,0
